"ef_date","total_amount"
20170327,11783766 
20170328,25937857 
20170329,28514264 
20170330,32318290 
20170331,32335593 
20170401,22237143 
20170402,23051926 
20170403,24346450 
20170404,25866060 
20170405,24032662 
20170406,20676753 
20170407,19677272 
20170408,21758744 
20170409,18508852 
20170410,22139870 
20170411,21519437 
20170412,21726276 
20170413,22435584 
20170414,21572511 
20170415,21815865 
20170416,21510671 
20170417,18528831 
20170418,16991840 
20170419,20645108 
20170420,23619545 
20170421,22944329 
20170422,21758073 
20170423,22572337 
20170424,20954870 
20170425,22507532 
20170426,23838874 
20170427,22749372 
20170428,25609566 
20170429,17970930 
20170430,16441472 
20170501,18142208 
20170502,17920497 
20170503,19991450 
20170504,23740628 
20170505,22518571 
20170506,23772251 
20170507,20485368 
20170508,20658485 
20170509,22544567 
20170510,29673983 
20170511,30933160 
20170512,30250779 
20170513,30023831 
20170514,29026926 
20170515,26838203 
20170516,24959740 
20170517,26084329 
20170518,25056168 
20170519,24910260 
20170520,26760498 
20170521,26817229 
20170522,28758355 
20170523,28644350 
20170524,28534415 
20170525,30038312 
20170526,23529221 
20170527,24011537 
20170528,22613701 
20170529,20970736 
20170530,18216883 
20170531,37037879 
20170601,49565541 
20170602,43564632 
20170603,40767424 
20170604,41814437 
20170605,37178182 
20170606,44079524 
20170607,47260368 
20170608,26341753 
20170609,20355887 
20170610,22239112 
20170611,25628658 
20170612,22855541 
20170613,23564048 
20170614,20819524 
20170615,23731450 
20170616,26066559 
20170617,25368723 
20170618,20567705 
20170619,36520022 
20170620,80923031 
20170621,71916732 
20170622,73399871 
20170623,77882533 
20170624,67725022 
20170625,70105953 
20170626,82474589 
20170627,55605130 
20170628,58892576 
20170629,69490737 
20170630,62031473 
20170701,49501126 
20170702,53716710 
20170703,45860974 
20170704,20117164 
20170705,17338398 
20170706,18517576 
20170707,16225259 
20170708,16017879 
20170709,17295389 
20170710,17047922 
20170711,43004480 
20170712,41403247 
20170713,20338095 
20170714,20367316 
20170715,24052900 
20170716,18767359 
20170717,19579221 
20170718,19842533 
20170719,19427013 
20170720,19930930 
20170721,23391515 
20170722,20966277 
20170723,20266905 
20170724,18991861 
20170725,18780628 
20170726,18386039 
20170727,21886537 
20170728,23819524 
20170729,18138593 
20170730,39960433 
20170731,41735043 
20170801,20603939 
20170802,22695865 
20170803,21876255 
20170804,22735433 
20170805,22783116 
20170806,19894913 
20170807,20641601 
20170808,24424285 
20170809,23197272 
20170810,20388701 
20170811,20596168 
20170812,19823073 
20170813,19300259 
20170814,22658138 
20170815,20479891 
20170816,21665627 
20170817,21590801 
20170818,19906926 
20170819,18767922 
20170820,18399458 
20170821,38301493 
20170822,54793442 
20170823,37443008 
20170824,21473701 
20170825,22060238 
20170826,18418030 
20170827,21433723 
20170828,19185303 
20170829,18528376 
20170830,19574523 
20170831,21400562 
20170901,23530238 
20170902,19251471 
20170903,16919632 
20170904,24437532 
20170905,28831363 
20170906,24698182 
20170907,21319004 
20170908,22968571 
20170909,24912056 
20170910,23166277 
20170911,22820649 
20170912,22416169 
20170913,25525866 
20170914,22418246 
20170915,24672013 
20170916,20633290 
20170917,24187705 
20170918,19837857 
20170919,20207099 
20170920,23582336 
20170921,19316665 
20170922,19085039 
20170923,20152121 
20170924,18621905 
20170925,18771832 
20170926,26309515 
20170927,20009518 
20170928,24790992 
20170929,24149879 
20170930,21737438 
20171001,23419646 
20171002,19918306 
20171003,23556466 
20171004,24840164 
20171005,22087879 
20171006,22782696 
20171007,23337779 
20171008,22620833 
20171009,22575253 
20171010,23688728 
20171011,19619864 
20171012,22797731 
20171013,22705510 
20171014,24901111 
20171015,19899132 
20171016,20535945 
20171017,23915382 
20171018,23122307 
20171019,20314042 
20171020,21498265 
20171021,25043050 
20171022,22555949 
20171023,24673611 
20171024,24767368 
20171025,20629329 
20171026,23148137 
20171027,27303030 
20171028,21388712 
20171029,21695442 
20171030,24552900 
20171031,24413203 
20171101,23479242 
20171102,23970952 
20171103,25820995 
20171104,24636731 
20171105,23010259 
20171106,22517251 
20171107,21818030 
20171108,21015130 
20171109,25515800 
20171110,25589740 
20171111,20841125 
20171112,22128117 
20171113,21461883 
20171114,21090822 
20171115,22575541 
20171116,22755801 
20171117,22400974 
20171118,29152857 
20171119,15200627 
20171120,22905389 
20171121,22915454 
20171122,22483442 
20171123,21935130 
20171124,22624134 
20171125,22402445 
20171126,21465303 
20171127,26517900 
20171128,21930043 
20171129,22299047 
20171130,22862467 
20171201,22802229 
20171202,23286060 
20171203,23778723 
20171204,21172922 
20171205,20212944 
20171206,21082078 
20171207,24009134 
20171208,23674372 
20171209,26373550 
20171210,21945822 
20171211,20849047 
20171212,21081948 
20171213,23083398 
20171214,19710216 
20171215,24010562 
20171216,22599221 
20171217,4672510 
