"ef_date","total_amount"
20160916,7409112 
20160917,17626796 
20160918,14604783 
20160919,14007813 
20160920,11543527 
20160921,15020887 
20160922,14630389 
20160923,17406666 
20160924,20466926 
20160925,16552510 
20160926,11592337 
20160927,14859956 
20160928,11440194 
20160929,14747813 
20160930,16439393 
20161001,18188527 
20161002,14712510 
20161003,14817986 
20161004,12797662 
20161005,14023181 
20161006,15114090 
20161007,14180497 
20161008,21170346 
20161009,18663030 
20161010,12452597 
20161011,18691515 
20161012,15659761 
20161013,17139588 
20161014,18249372 
20161015,22865064 
20161016,19076255 
20161017,17923658 
20161018,16840930 
20161019,16340346 
20161020,17537943 
20161021,21173463 
20161022,21812121 
20161023,17584697 
20161024,19128484 
20161025,16168398 
20161026,17637034 
20161027,16962359 
20161028,14547813 
20161029,15875476 
20161030,19479870 
20161031,13220909 
20161101,15053290 
20161102,17109891 
20161103,15317878 
20161104,14721471 
20161105,17539004 
20161106,18049004 
20161107,14237164 
20161108,15195086 
20161109,16604523 
20161110,16648939 
20161111,17622489 
20161112,19305519 
20161113,21604740 
20161114,17370151 
20161115,15784610 
20161116,16569675 
20161117,17559069 
20161118,18993636 
20161119,22147251 
20161120,20371277 
20161121,14455822 
20161122,18223961 
20161123,17291515 
20161124,17036147 
20161125,19530584 
20161126,21347316 
20161127,21578095 
20161128,17636731 
20161129,15630108 
20161130,15899502 
20161201,18525627 
20161202,19623787 
20161203,18958311 
20161204,19954718 
20161205,15933960 
20161206,16234155 
20161207,18060238 
20161208,17634026 
20161209,18206904 
20161210,21928701 
20161211,18711840 
20161212,15426515 
20161213,18568419 
20161214,20795216 
20161215,16723225 
20161216,20386060 
20161217,23407662 
20161218,20325974 
20161219,18569913 
20161220,18556861 
20161221,20463181 
20161222,19246212 
20161223,23114523 
20161224,30855541 
20161225,20320411 
20161226,19108722 
20161227,16046493 
20161228,17247575 
20161229,18698095 
20161230,20390519 
20161231,21409199 
20170101,21687510 
20170102,19801233 
20170103,18697553 
20170104,17683982 
20170105,20071060 
20170106,23244112 
20170107,26750974 
20170108,20419372 
20170109,19313636 
20170110,19567532 
20170111,17813852 
20170112,21208181 
20170113,19980519 
20170114,24209026 
20170115,23489588 
20170116,18114761 
20170117,19999372 
20170118,19970108 
20170119,26187662 
20170120,24707337 
20170121,23978290 
20170122,23514567 
20170123,25178766 
