"ef_date","total_amount"
20151215,17974870 
20151216,10657359 
20151217,9032943 
20151218,8295995 
20151219,8650194 
20151220,8395129 
20151221,8215432 
20151222,7785367 
20151223,9015000 
20151224,9466883 
20151225,7505194 
20151226,7512857 
20151227,7958571 
20151228,7314091 
20151229,6465995 
20151230,5899762 
20151231,10077251 
20160101,9775108 
20160102,7352013 
20160103,6316190 
20160104,7252597 
20160105,8632662 
20160106,9082705 
20160107,7646558 
20160108,8074762 
20160109,7219004 
20160110,8690454 
20160111,6943852 
20160112,7344437 
20160113,7158225 
20160114,8141277 
20160115,7768160 
20160116,8596060 
20160117,8856385 
20160118,8391536 
20160119,7788722 
20160120,7140151 
20160121,8278095 
20160122,9801017 
20160123,9986796 
20160124,8950173 
20160125,9432705 
20160126,9854155 
20160127,7803571 
20160128,10109653 
20160129,8133636 
20160130,9712359 
20160131,9182575 
20160201,8277424 
20160202,7101948 
20160203,7419632 
20160204,9745995 
20160205,11470952 
20160206,12468766 
20160207,16618722 
20160208,10423939 
20160209,11191082 
20160210,10885281 
20160211,9421644 
20160212,8811233 
20160213,7725562 
20160214,9181969 
20160215,10474761 
20160216,8898181 
20160217,8894632 
20160218,8147835 
20160219,7669567 
20160220,8293701 
20160221,8448030 
20160222,9043939 
20160223,8768073 
20160224,9653939 
20160225,8235757 
20160226,7834675 
20160227,8938052 
20160228,8612532 
20160301,8439155 
20160302,9112229 
20160303,9200432 
20160304,8402186 
20160305,10341298 
20160306,8497684 
20160307,9111688 
20160308,9009891 
20160309,8724999 
20160310,9337684 
20160311,9797705 
20160312,9827943 
20160313,7534069 
20160314,8264090 
20160315,8462878 
20160316,9484329 
20160317,7832857 
20160318,8519697 
20160319,11035995 
20160320,10670887 
20160321,8943160 
20160322,9209632 
20160323,8698939 
20160324,8096276 
20160325,9340649 
20160326,10833398 
20160327,9107597 
20160328,9898506 
20160329,8695021 
20160330,9146688 
20160331,9002835 
20160401,10329199 
20160402,10435389 
20160403,11460238 
20160404,8992012 
20160405,9781212 
20160406,10410476 
20160407,9057878 
20160408,9502489 
20160409,9417142 
20160410,10374285 
20160411,9189502 
20160412,11059870 
20160413,9713766 
20160414,10704480 
20160415,10522207 
20160416,11005995 
20160417,11138398 
20160418,10371688 
20160419,10423419 
20160420,13021601 
20160421,10395368 
20160422,11597316 
20160423,10558268 
20160424,10270519 
20160425,10863073 
20160426,10139545 
20160427,11919220 
20160428,11464047 
20160429,14006190 
20160430,10393441 
20160501,12781493 
20160502,10131839 
20160503,9755498 
20160504,9124026 
20160505,13004350 
20160506,10474696 
20160507,10661666 
20160508,13911645 
20160509,12199480 
20160510,10425519 
20160511,11702445 
20160512,9730281 
20160513,11975324 
20160514,11342229 
20160515,13421839 
20160516,10699415 
20160517,9664718 
20160518,10405930 
20160519,10697965 
20160520,11847164 
20160521,12688701 
20160522,12915909 
20160523,9918961 
20160524,11956580 
20160525,10508593 
20160526,10765757 
20160527,9412532 
20160528,9372186 
20160529,10869697 
20160530,10406580 
20160531,11727407 
20160601,11783484 
20160602,10805259 
20160603,11243290 
20160604,11308766 
20160605,12341926 
20160606,11697337 
20160607,10785476 
20160608,12453636 
