"ef_date","total_amount"
20140109,29942294 
20140110,17807814 
20140111,14156169 
20140112,13306666 
20140113,13683831 
20140114,13376472 
20140115,11235325 
20140116,13340736 
20140117,16080324 
20140118,10723247 
20140119,11555866 
20140120,10273658 
20140121,11525519 
20140122,9650779 
20140123,9577900 
20140124,8454220 
20140125,10700930 
20140126,10579762 
20140127,11147597 
20140128,10957727 
20140129,11160801 
20140130,14835952 
20140131,8012987 
20140201,9898160 
20140202,9021277 
20140203,11845714 
20140204,11357056 
20140205,10876147 
20140206,10656753 
20140207,10993203 
20140208,12756472 
20140209,10412944 
20140210,11162467 
20140211,9450930 
20140212,12504588 
20140213,11401731 
20140214,16236082 
20140215,12548398 
20140216,10507099 
20140217,13337121 
20140218,10653376 
20140219,9994459 
20140220,10412835 
20140221,11364415 
20140222,14380389 
20140223,11694307 
20140224,12281234 
20140225,10547835 
20140226,12039026 
20140227,13995671 
20140228,14076645 
20140301,13457078 
20140302,12190736 
20140303,10861039 
20140304,11721363 
20140305,11201666 
20140306,12272229 
20140307,13289415 
20140308,15716190 
20140309,14356818 
20140310,11610671 
20140311,14973463 
20140312,12147987 
20140313,12050346 
20140314,10893896 
20140315,12963008 
20140316,15446428 
20140317,12797142 
20140318,14772814 
20140319,12421515 
20140320,12711493 
20140321,12828852 
20140322,12175129 
20140323,13118874 
20140324,11879459 
20140325,11313311 
20140326,13745195 
20140327,13257987 
20140328,12473593 
20140329,13039329 
20140330,12755779 
20140331,14055969 
20140401,13593788 
20140402,13722207 
20140403,11939653 
20140404,12362944 
20140405,13736948 
20140406,11025151 
20140407,10707277 
20140408,13611677 
20140409,12268437 
20140410,12752257 
20140411,12753766 
20140412,15388526 
20140413,15177387 
20140414,13911305 
20140415,13596530 
20140416,12527952 
20140417,12829195 
20140418,12282418 
20140419,14688192 
20140420,14294623 
20140421,13503537 
20140422,12677391 
20140423,14585201 
20140424,12645965 
20140425,13995591 
20140426,16913296 
20140427,13724734 
20140428,14799513 
20140429,13869108 
20140430,14239222 
20140501,13230617 
20140502,11514065 
20140503,12183151 
20140504,13633961 
20140505,14976571 
20140506,16148424 
20140507,15111740 
20140508,14080389 
20140509,14265493 
20140510,17683844 
20140511,15355022 
20140512,14976736 
20140513,14240814 
20140514,15285593 
20140515,13761324 
20140516,15064550 
20140517,16340065 
20140518,15919099 
20140519,13940285 
20140520,14252285 
20140521,15036909 
20140522,14989671 
20140523,15424809 
20140524,16205818 
20140525,14884216 
20140526,14200186 
20140527,13806441 
20140528,14345034 
20140529,12946095 
20140530,16326935 
20140531,16562229 
20140601,15161333 
20140602,14603658 
20140603,15633307 
20140604,13889978 
20140605,13529805 
20140606,15734957 
20140607,15165844 
20140608,15571558 
20140609,12647944 
20140610,14555628 
20140611,15184805 
20140612,13971039 
20140613,16826147 
20140614,14864783 
20140615,13337424 
20140616,14571645 
20140617,13928052 
20140618,14565627 
20140619,14761818 
20140620,13498311 
20140621,13930779 
20140622,14879870 
20140623,12838939 
20140624,11384134 
20140625,14082402 
20140626,15510151 
20140627,12278766 
20140628,12334761 
20140629,11378787 
20140630,14101883 
20140701,12651147 
20140702,13898463 
20140703,18246515 
20140704,14117922 
20140705,14583073 
20140706,12233744 
20140707,15178939 
20140708,15957619 
20140709,14389069 
20140710,13020259 
20140711,14856536 
20140712,13494047 
20140713,11910844 
20140714,13282965 
20140715,15022142 
20140716,15864567 
20140717,12317878 
20140718,11810887 
20140719,13508593 
20140720,12270736 
20140721,10590952 
20140722,12384458 
20140723,10734978 
20140724,16559394 
20140725,13778419 
20140726,10990389 
20140727,14606753 
20140728,10870800 
20140729,12067315 
20140730,9691709 
20140731,14550584 
20140801,13289913 
20140802,11840714 
20140803,14762446 
20140804,11640649 
20140805,11848484 
20140806,11394610 
20140807,12933419 
20140808,11664827 
20140809,13032662 
20140810,16169891 
20140811,13668008 
20140812,11953744 
20140813,14899242 
20140814,13555303 
20140815,11330562 
20140816,12790887 
20140817,14902857 
20140818,12128160 
20140819,13735909 
20140820,14295108 
20140821,12409696 
20140822,12066212 
20140823,14511580 
20140824,14742359 
20140825,11579588 
20140826,13430151 
20140827,11593896 
20140828,13890454 
20140829,14617229 
20140830,14049891 
20140831,12374459 
20140901,12893766 
20140902,13033593 
20140903,16106104 
20140904,13872640 
20140905,12530086 
20140906,12917446 
20140907,14901190 
20140908,16094870 
20140909,15302294 
20140910,13121428 
20140911,14059891 
20140912,13189091 
20140913,18249718 
20140914,14757207 
20140915,15492445 
20140916,14639567 
20140917,14182424 
20140918,14041645 
20140919,14218160 
20140920,14582878 
20140921,14888355 
20140922,15172121 
20140923,15965865 
20140924,14011190 
20140925,14704653 
20140926,13980086 
20140927,17020692 
20140928,14616861 
20140929,13334155 
20140930,12866991 
20141001,13745736 
20141002,15109242 
20141003,15280627 
20141004,14512792 
20141005,16163290 
20141006,13180584 
20141007,14315584 
20141008,15949069 
20141009,13659069 
20141010,17111169 
20141011,16502748 
20141012,17491904 
20141013,18288441 
20141014,17580454 
20141015,16437965 
20141016,16821428 
20141017,16568658 
20141018,17563658 
20141019,19989956 
20141020,15199047 
20141021,15933268 
20141022,16709502 
20141023,15990584 
20141024,16741320 
20141025,18710259 
20141026,17990865 
20141027,14720303 
20141028,17590627 
20141029,19635130 
20141030,16637511 
20141031,17871428 
20141101,19021904 
20141102,22110563 
20141103,15810130 
20141104,17149372 
20141105,16611688 
20141106,19818722 
20141107,19130974 
20141108,18164264 
20141109,16832684 
20141110,18912489 
20141111,17841450 
20141112,17792078 
20141113,18105411 
20141114,18442987 
20141115,20443225 
20141116,19448961 
20141117,20208918 
20141118,18123614 
20141119,20959090 
20141120,22414653 
20141121,17918095 
20141122,18809307 
20141123,18223182 
20141124,17338225 
20141125,16379134 
20141126,16385736 
20141127,16718528 
20141128,20227207 
20141129,18063225 
20141130,17995303 
20141201,20533593 
20141202,16952948 
20141203,18144394 
20141204,20460745 
20141205,17616125 
20141206,20785995 
20141207,20357156 
20141208,17957061 
20141209,19730567 
20141210,18144307 
20141211,18695173 
20141212,18680736 
20141213,19851974 
20141214,20958723 
