"ef_date","total_amount"
20160826,7695779 
20160827,24732640 
20160828,22687640 
20160829,17642251 
20160830,17604047 
20160831,14308874 
20160901,19013723 
20160902,22612207 
20160903,22091947 
20160904,19975476 
20160905,16075454 
20160906,13992554 
20160907,12420670 
20160908,15449415 
20160909,15451666 
20160910,20323441 
20160911,19002380 
20160912,14635995 
20160913,15272987 
20160914,17076493 
20160915,18269545 
20160916,16538593 
20160917,19506212 
20160918,17573550 
20160919,13807900 
20160920,14482770 
20160921,14343939 
20160922,13892251 
20160923,14515606 
20160924,20116017 
20160925,18128528 
20160926,14689069 
20160927,17410281 
20160928,17053290 
20160929,13924480 
20160930,14348593 
20161001,19824329 
20161002,17604740 
20161003,15273441 
20161004,16215735 
20161005,15593528 
20161006,15542510 
20161007,11362424 
20161008,22015173 
20161009,17643917 
20161010,15809588 
20161011,15433116 
20161012,14862532 
20161013,15429956 
20161014,15199848 
20161015,20842186 
20161016,16773918 
20161017,15469134 
20161018,16434264 
20161019,15860627 
20161020,17995844 
20161021,18580281 
20161022,17128679 
20161023,21120736 
20161024,11478095 
20161025,12497337 
20161026,13294891 
20161027,17407835 
20161028,14678831 
20161029,16662814 
20161030,21013225 
20161031,14632900 
20161101,11159913 
20161102,13093809 
20161103,15194675 
20161104,13333138 
20161105,15252727 
20161106,18100974 
20161107,12597056 
20161108,14314112 
20161109,12011255 
20161110,12297813 
20161111,12788441 
20161112,16543203 
20161113,20904783 
20161114,11742510 
20161115,15956017 
20161116,13958181 
20161117,14842684 
20161118,15063506 
20161119,20362727 
20161120,20723506 
20161121,12512229 
20161122,14413376 
20161123,11824112 
20161124,12303852 
20161125,10845259 
20161126,14696298 
20161127,16901688 
20161128,11301861 
20161129,14278030 
20161130,10942099 
20161201,12095173 
20161202,16257835 
20161203,16039956 
20161204,20047727 
20161205,13356688 
20161206,13057186 
20161207,12765281 
20161208,12993030 
20161209,12218052 
20161210,17002554 
20161211,19065086 
20161212,12941753 
20161213,13754697 
20161214,13440649 
20161215,14837359 
20161216,13334653 
20161217,16589134 
20161218,18362792 
20161219,13120476 
20161220,14894112 
20161221,15186948 
20161222,12414220 
20161223,16178268 
20161224,20274978 
20161225,18168961 
20161226,14143398 
20161227,14558333 
20161228,12795930 
20161229,15283788 
20161230,16800865 
20161231,19860519 
20170101,20894610 
20170102,18113614 
20170103,13946969 
20170104,12199502 
20170105,16150194 
20170106,14364740 
20170107,16552424 
20170108,15864978 
