"ef_date","total_amount"
20160405,6253528 
20160406,17672147 
20160407,16089805 
20160408,18986428 
20160409,17768744 
20160410,14298549 
20160411,13766818 
20160412,16797424 
20160413,16582705 
20160414,15687142 
20160415,18295844 
20160416,14360865 
20160417,14321861 
20160418,13947186 
20160419,16102402 
20160420,17198398 
20160421,16536839 
20160422,15613766 
20160423,16283853 
20160424,15412878 
20160425,15047402 
20160426,18891385 
20160427,15447510 
20160428,19911233 
20160429,15708939 
20160430,15378571 
20160501,14110173 
20160502,14298485 
20160503,16155346 
20160504,16945454 
20160505,19688225 
20160506,16185194 
20160507,17658312 
20160508,17185952 
20160509,16135801 
20160510,17885130 
20160511,17646840 
20160512,16187359 
20160513,16566775 
20160514,19123333 
20160515,18806731 
20160516,15698679 
20160517,20627943 
20160518,18221493 
20160519,14740801 
20160520,22345649 
20160521,16006082 
20160522,14471298 
20160523,15411493 
20160524,13312099 
20160525,14345324 
20160526,15070887 
20160527,13055627 
20160528,16440195 
20160529,12577619 
20160530,13921450 
20160531,12493939 
20160601,11730108 
20160602,15607900 
20160603,14445260 
20160604,16422792 
20160605,13951104 
20160606,13231493 
20160607,14692944 
20160608,12707467 
20160609,14512034 
20160610,11477489 
20160611,17846191 
20160612,18563377 
20160613,13198896 
20160614,11709242 
20160615,11864610 
20160616,11612597 
20160617,12494047 
20160618,16621991 
20160619,17562229 
20160620,11699350 
20160621,13176818 
20160622,13243593 
20160623,13961861 
20160624,13384437 
20160625,15536363 
20160626,14333246 
20160627,13256190 
20160628,16759978 
20160629,16171342 
20160630,14031839 
20160701,14080995 
20160702,16722900 
20160703,16034935 
20160704,14225389 
20160705,13375411 
20160706,13544025 
20160707,14874329 
20160708,12199501 
20160709,17030670 
20160710,18926125 
20160711,15158354 
20160712,13756125 
20160713,12585671 
20160714,15865064 
20160715,14879588 
20160716,20336147 
20160717,14638809 
20160718,14443809 
20160719,13985238 
20160720,16738874 
20160721,14878549 
20160722,16453701 
20160723,16361774 
20160724,15738722 
20160725,14601147 
20160726,12036341 
20160727,14027640 
20160728,14864653 
20160729,13737251 
20160730,18541276 
20160731,19200844 
20160801,17393008 
20160802,13029783 
20160803,13599826 
20160804,13261731 
20160805,15638528 
20160806,15476233 
20160807,13827467 
20160808,16528809 
20160809,17590129 
20160810,17486234 
20160811,15247835 
20160812,15778116 
20160813,20883571 
20160814,18329220 
20160815,20441190 
20160816,19729783 
20160817,22102142 
20160818,22690216 
20160819,23607662 
20160820,20731255 
20160821,15990195 
20160822,19779870 
20160823,18072489 
20160824,20930432 
20160825,22848701 
20160826,21960606 
20160827,22898744 
20160828,19935627 
20160829,16250238 
20160830,17926645 
20160831,18064805 
20160901,22343420 
20160902,14871168 
20160903,19877467 
20160904,18866385 
20160905,20966796 
20160906,20057835 
20160907,19558355 
20160908,21418982 
20160909,20295519 
20160910,22595627 
20160911,19712208 
20160912,15610173 
20160913,20665086 
20160914,21516731 
20160915,19298960 
20160916,21111017 
20160917,20029242 
20160918,17379112 
20160919,20199372 
20160920,21817056 
20160921,21019891 
20160922,21845216 
20160923,22315887 
20160924,25844762 
20160925,19597640 
20160926,15384913 
20160927,18484956 
20160928,20344350 
20160929,21949934 
20160930,22554632 
20161001,24941645 
20161002,18267813 
20161003,18361082 
20161004,18648528 
20161005,19935259 
20161006,20916818 
20161007,19026168 
20161008,23769350 
20161009,20452099 
20161010,17667813 
20161011,16269567 
20161012,21000216 
20161013,22644437 
20161014,21091277 
20161015,21321472 
20161016,20821883 
20161017,17806601 
20161018,24508311 
20161019,21832944 
20161020,22868290 
20161021,18677727 
20161022,24538073 
20161023,17932121 
20161024,18975779 
20161025,25016320 
20161026,21630324 
20161027,21879913 
20161028,24059350 
20161029,21024112 
20161030,21187424 
20161031,22063658 
20161101,18145692 
20161102,22066061 
20161103,22870238 
20161104,19494762 
20161105,20893095 
20161106,22944026 
20161107,19401255 
20161108,18379675 
20161109,20773398 
20161110,22396515 
20161111,21777839 
20161112,24871385 
20161113,20568138 
20161114,19891840 
20161115,19491969 
20161116,21954156 
20161117,18682900 
20161118,22756840 
20161119,28037078 
20161120,16915498 
20161121,21190021 
20161122,18985865 
20161123,17659199 
20161124,18217402 
20161125,18191537 
20161126,22502965 
20161127,21474091 
20161128,19812273 
20161129,22025563 
20161130,21640216 
20161201,20209502 
20161202,21256255 
20161203,21387381 
20161204,21332965 
20161205,21003181 
20161206,19535021 
20161207,22548593 
20161208,20093744 
20161209,21010671 
20161210,22066450 
20161211,16659978 
20161212,19035151 
20161213,18971320 
20161214,17274999 
20161215,21055865 
20161216,17777736 
20161217,19893419 
20161218,20459740 
20161219,20138852 
20161220,21300463 
20161221,17894502 
20161222,20333506 
20161223,16173658 
20161224,34459242 
20161225,20031186 
20161226,17103939 
20161227,18282446 
20161228,17659524 
20161229,17593052 
