"ef_date","total_amount"
20161021,11028160 
20161022,25706667 
20161023,23565606 
20161024,19351190 
20161025,16010866 
20161026,17250259 
20161027,18742619 
20161028,20428593 
20161029,18247381 
20161030,19046515 
20161031,17502381 
20161101,17695519 
20161102,14469567 
20161103,16342814 
20161104,13296428 
20161105,18383917 
20161106,24632900 
20161107,17100563 
20161108,16818138 
20161109,18045952 
20161110,18426298 
20161111,18618787 
20161112,24228117 
20161113,20470606 
20161114,18644783 
20161115,17012034 
20161116,18203939 
20161117,17342814 
20161118,21535433 
20161119,25451645 
20161120,23379957 
20161121,16375692 
20161122,14257489 
20161123,16167381 
20161124,17310368 
20161125,17830974 
20161126,19932749 
20161127,20661169 
20161128,13856731 
20161129,16133658 
20161130,14855454 
20161201,14756104 
20161202,17812705 
20161203,19548290 
20161204,20108680 
20161205,16054134 
20161206,15939199 
20161207,16563680 
20161208,16931645 
20161209,15577402 
20161210,19422207 
20161211,18981299 
20161212,12797792 
20161213,15067013 
20161214,14795086 
20161215,15237078 
20161216,15158744 
20161217,20393312 
20161218,20762770 
20161219,17580281 
20161220,16109740 
20161221,14885346 
20161222,14704697 
20161223,22231342 
20161224,22143853 
20161225,23837034 
20161226,16010649 
20161227,16473528 
20161228,17909697 
20161229,14772814 
20161230,15985952 
20161231,24836472 
20170101,24105130 
20170102,18773528 
20170103,15051710 
20170104,14904372 
20170105,11963918 
20170106,13984415 
20170107,17521385 
20170108,16890173 
20170109,11535909 
20170110,12648333 
20170111,14323117 
20170112,14558246 
20170113,16474827 
20170114,18647770 
20170115,16643615 
20170116,15494242 
20170117,12699307 
20170118,13592359 
20170119,14442619 
20170120,14928723 
20170121,18656537 
20170122,18726234 
20170123,17284069 
20170124,15662554 
20170125,20339675 
20170126,21059827 
20170127,32518983 
20170128,34357684 
20170129,32222013 
20170130,34407532 
20170131,37506386 
20170201,35271732 
20170202,31456948 
20170203,27595563 
20170204,26667792 
20170205,22017424 
20170206,17907035 
20170207,17042943 
20170208,13881147 
20170209,18687402 
20170210,17352143 
20170211,23760519 
20170212,21599372 
20170213,18336991 
20170214,20734026 
20170215,15686082 
20170216,13618766 
20170217,13658052 
20170218,21570303 
20170219,20252619 
20170220,13755281 
20170221,16430411 
20170222,15332489 
20170223,15265693 
20170224,14534675 
20170225,19919784 
20170226,16237381 
20170227,13254350 
20170228,11538528 
20170301,14752229 
20170302,13427641 
20170303,14598701 
20170304,22868377 
20170305,16090173 
20170306,13083611 
20170307,15627940 
20170308,16817852 
20170309,17013653 
20170310,16858672 
20170311,23347617 
20170312,19917422 
20170313,15953158 
20170314,16705018 
20170315,16387417 
20170316,16111515 
20170317,18629219 
20170318,18920886 
20170319,18695734 
20170320,16002552 
20170321,17145451 
20170322,15523930 
20170323,16118176 
20170324,17388784 
20170325,21008281 
20170326,16967653 
20170327,14768247 
20170328,14446470 
20170329,14260166 
20170330,15080536 
20170331,14443113 
20170401,19024038 
20170402,16600303 
20170403,13815065 
20170404,16472814 
20170405,17236969 
20170406,18961320 
20170407,18868463 
20170408,22006731 
20170409,19423246 
20170410,16375368 
20170411,15727143 
20170412,16732706 
20170413,17152705 
20170414,19055779 
20170415,22754221 
20170416,23343009 
20170417,18296147 
20170418,17223095 
20170419,17329091 
20170420,16500692 
20170421,19303701 
20170422,24163117 
20170423,22462056 
20170424,15346537 
20170425,18576385 
20170426,18903917 
20170427,18017532 
20170428,18298745 
20170429,25953138 
20170430,36977013 
20170501,30867944 
20170502,23464069 
20170503,22219415 
20170504,18254523 
20170505,19402835 
20170506,22806602 
20170507,16281407 
20170508,17406602 
20170509,21628918 
20170510,19478420 
20170511,21936060 
20170512,21637900 
20170513,25694307 
20170514,20105498 
20170515,19876212 
20170516,19794697 
20170517,18235995 
20170518,19078571 
20170519,18122489 
20170520,18204026 
20170521,22270996 
20170522,20318528 
20170523,16469632 
20170524,18236385 
20170525,19957792 
20170526,18752684 
20170527,20285866 
20170528,21413766 
20170529,21103095 
20170530,17438896 
20170531,38893939 
20170601,46655044 
20170602,43517598 
20170603,52399719 
20170604,53369308 
20170605,44882944 
20170606,38180584 
20170607,50530715 
20170608,32468247 
20170609,26719784 
20170610,30581905 
20170611,28399503 
20170612,26973485 
20170613,23615649 
20170614,24042879 
20170615,25607554 
20170616,24337662 
20170617,34962771 
20170618,35024762 
20170619,47917857 
20170620,68180780 
20170621,76263096 
20170622,84042556 
20170623,67934136 
20170624,90508507 
20170625,92331906 
20170626,106536841 
20170627,68842100 
20170628,64459482 
20170629,63013702 
20170630,61970910 
20170701,80921538 
20170702,77552923 
20170703,38797814 
20170704,23499416 
20170705,17151277 
20170706,18414481 
20170707,18669718 
20170708,22170519 
20170709,22496169 
20170710,18076948 
20170711,27455368 
20170712,22603485 
20170713,26477121 
20170714,23101082 
20170715,27870822 
20170716,24981212 
20170717,22010195 
20170718,21103506 
20170719,22920043 
20170720,19280693 
20170721,23359913 
20170722,27165173 
20170723,25125671 
20170724,23034978 
20170725,18935022 
20170726,20946061 
20170727,22197467 
20170728,21154675 
20170729,22111190 
20170730,41206083 
20170731,35009654 
20170801,20619805 
20170802,24796580 
20170803,24905519 
20170804,23073008 
20170805,22987467 
20170806,23755454 
20170807,22379480 
20170808,20776948 
20170809,23646342 
20170810,19881861 
20170811,23830693 
20170812,29223831 
20170813,31173290 
20170814,21607229 
20170815,20381277 
20170816,23731299 
20170817,23398961 
20170818,24036104 
20170819,26291212 
20170820,24923420 
20170821,41529524 
20170822,47039654 
20170823,35612814 
20170824,19177987 
20170825,22957272 
20170826,21599459 
20170827,23561147 
20170828,20618853 
20170829,24762771 
20170830,21232836 
20170831,22745043 
20170901,24155887 
20170902,38545780 
20170903,32200065 
20170904,23263355 
20170905,25652749 
20170906,22330325 
20170907,22412467 
20170908,21000152 
20170909,23499221 
20170910,24699632 
20170911,20988744 
20170912,23758874 
20170913,20397035 
20170914,21721471 
20170915,21918895 
20170916,26220303 
20170917,24681168 
20170918,23677792 
20170919,20504415 
20170920,22852099 
20170921,19624502 
