"ef_date","total_amount"
20160107,39393181 
20160108,22806493 
20160109,20678939 
20160110,18930714 
20160111,14496104 
20160112,16457229 
20160113,17912922 
20160114,14725822 
20160115,20716797 
20160116,13587100 
20160117,13983008 
20160118,12614524 
20160119,13701407 
20160120,15035909 
20160121,14286104 
20160122,15588074 
20160123,18226126 
20160124,15152229 
20160125,13335995 
20160126,13013550 
20160127,13589610 
20160128,15131104 
20160129,16588138 
20160130,15507445 
20160131,13861536 
20160201,13548312 
20160202,13212814 
20160203,14741558 
20160204,15738528 
20160205,15704523 
20160206,18276342 
20160207,33959870 
20160208,29943680 
20160209,22211991 
20160210,20753896 
20160211,18938225 
20160212,18248030 
20160213,17488766 
20160214,17382727 
20160215,17039632 
20160216,14774762 
20160217,15156775 
20160218,14216537 
20160219,15238874 
20160220,18177251 
20160221,15443160 
20160222,14696212 
20160223,14294935 
20160224,13489827 
20160225,15127619 
20160226,16685173 
20160227,17768961 
20160228,16246775 
20160301,17543896 
20160302,14497511 
20160303,18389047 
20160304,16748680 
20160305,17927944 
20160306,18950281 
20160307,14250801 
20160308,17956667 
20160309,16886515 
20160310,16028831 
20160311,15136493 
20160312,17520130 
20160313,14269892 
20160314,12880346 
20160315,14336579 
20160316,15197359 
20160317,16207640 
20160318,14903831 
20160319,16522813 
20160320,16885974 
20160321,15440909 
20160322,14991580 
20160323,16117489 
20160324,16229956 
20160325,16351407 
20160326,15917164 
20160327,17522749 
20160328,13734350 
20160329,14641298 
20160330,15371688 
20160331,18251666 
20160401,17295930 
20160402,16816667 
20160403,17184394 
20160404,15875909 
20160405,14993355 
20160406,16913571 
20160407,15825086 
20160408,17125844 
20160409,17251666 
20160410,15605801 
20160411,18627900 
20160412,17256926 
20160413,17044696 
20160414,17693506 
20160415,19080346 
20160416,18805974 
20160417,18949523 
20160418,18095302 
20160419,19764567 
20160420,18612186 
20160421,18036731 
20160422,19398376 
20160423,19095303 
20160424,19348052 
20160425,17467640 
20160426,17615649 
20160427,17789069 
20160428,19317965 
20160429,25201017 
20160430,21361688 
20160501,22492207 
20160502,16911861 
20160503,15942143 
20160504,18623917 
20160505,17457597 
20160506,17847944 
20160507,16782706 
20160508,19564242 
20160509,16542099 
20160510,16674957 
20160511,16911731 
20160512,18584286 
20160513,19035931 
20160514,18609805 
20160515,17560736 
20160516,16263939 
20160517,18139134 
20160518,18122706 
20160519,17937056 
20160520,19275238 
20160521,21443615 
20160522,19417727 
20160523,17715151 
20160524,16454177 
20160525,19389632 
20160526,17996299 
20160527,14965476 
20160528,17411969 
20160529,16809415 
20160530,15566190 
20160531,15036883 
20160601,17751797 
20160602,20192490 
20160603,16644264 
20160604,18834719 
20160605,17403550 
20160606,16879329 
20160607,17469524 
20160608,18492857 
20160609,18098355 
20160610,19493463 
20160611,19220996 
20160612,18255130 
20160613,18577662 
20160614,19959805 
20160615,18502835 
20160616,18083744 
20160617,20375281 
20160618,16915693 
20160619,19722316 
20160620,16469286 
20160621,19675282 
20160622,17316948 
20160623,20887597 
20160624,18599026 
20160625,17690238 
20160626,18740411 
20160627,17245021 
20160628,19830303 
20160629,18885108 
20160630,22414632 
20160701,21529589 
20160702,20355238 
20160703,23239805 
20160704,19356472 
20160705,18620952 
20160706,19115930 
20160707,19810000 
20160708,19487597 
20160709,20999134 
20160710,19043896 
20160711,18768376 
20160712,19546277 
20160713,18963853 
20160714,17927554 
20160715,20190498 
20160716,17752013 
20160717,18629112 
20160718,19112402 
20160719,19449459 
20160720,18054978 
20160721,18415004 
20160722,19172229 
20160723,20712273 
20160724,19677013 
20160725,20595368 
20160726,18171753 
20160727,18023441 
20160728,19038983 
20160729,19053225 
20160730,19869285 
20160731,19808182 
20160801,17956061 
20160802,17117965 
20160803,19702229 
20160804,18687121 
20160805,17055823 
20160806,20305606 
20160807,21816732 
20160808,18181017 
20160809,18369610 
20160810,14818160 
20160811,19022706 
20160812,20183745 
20160813,18934913 
20160814,24385714 
20160815,19524502 
20160816,20867597 
20160817,21654567 
20160818,18132987 
20160819,21062533 
20160820,23425671 
20160821,20450303 
20160822,19569870 
20160823,22467597 
