"ef_date","total_amount"
20141125,38803723 
20141126,23874891 
20141127,25266753 
20141128,23254025 
20141129,22756796 
20141130,22711168 
20141201,24230432 
20141202,20201883 
20141203,25494437 
20141204,20348164 
20141205,21960913 
20141206,22427294 
20141207,19908268 
20141208,23205999 
20141209,19200528 
20141210,20166887 
20141211,24261770 
20141212,21141515 
20141213,19279021 
20141214,22556779 
20141215,20110627 
20141216,21013290 
20141217,19126316 
20141218,16005645 
20141219,20598779 
20141220,18544026 
20141221,20239588 
20141222,20995969 
20141223,20732199 
20141224,29994744 
20141225,22689805 
20141226,18100865 
20141227,19353246 
20141228,19549848 
20141229,16685043 
20141230,17393052 
20141231,25216666 
20150101,18319826 
20150102,18429350 
20150103,15405497 
20150104,20057554 
20150105,18599740 
20150106,22104675 
20150107,21555844 
20150108,21159004 
20150109,18499631 
20150110,21169783 
20150111,21534761 
20150112,17469848 
20150113,22317381 
20150114,19400108 
20150115,20346277 
20150116,23382835 
20150117,21427748 
20150118,21188939 
20150119,17838982 
20150120,17295432 
20150121,20296722 
20150122,20498095 
20150123,20382315 
20150124,20835086 
20150125,23762766 
20150126,20375463 
20150127,21807575 
20150128,19398116 
20150129,20427359 
20150130,20642186 
20150131,19664242 
20150201,18697086 
20150202,23549394 
20150203,22189402 
20150204,22885142 
20150205,24666969 
20150206,22216831 
20150207,25776346 
20150208,18813121 
20150209,23654320 
20150210,23143688 
20150211,25739679 
20150212,23286285 
20150213,22375523 
20150214,21657017 
20150215,14395437 
20150216,12140831 
20150217,13373874 
20150218,20737372 
20150219,13259147 
20150220,14003939 
20150221,12593376 
20150222,12796233 
20150223,18589415 
20150224,18538701 
20150225,19048419 
20150226,23564816 
20150227,21106385 
20150228,22079740 
20150301,19912056 
20150302,18775151 
20150303,21928333 
20150304,25760614 
20150305,21526764 
20150306,24442705 
20150307,22979523 
20150308,24191973 
20150309,23507791 
20150310,24531926 
20150311,21874198 
20150312,23638463 
20150313,25228095 
20150314,19877748 
20150315,22412294 
20150316,21295497 
20150317,20902856 
20150318,21208766 
20150319,20354350 
20150320,26262770 
20150321,23400302 
20150322,23752746 
20150323,21620822 
20150324,23636168 
20150325,25088266 
20150326,25569567 
20150327,21970973 
20150328,24866731 
20150329,23230562 
20150330,25924978 
20150331,21842900 
20150401,25871623 
20150402,22087705 
20150403,22088939 
20150404,25796969 
20150405,27677164 
20150406,22896060 
20150407,23887835 
20150408,23057878 
20150409,24866103 
20150410,22903766 
20150411,23547164 
20150412,20796991 
20150413,21702900 
20150414,20508181 
20150415,23181926 
20150416,23758960 
20150417,21142380 
20150418,23280714 
20150419,22806818 
20150420,25286774 
20150421,21532792 
20150422,24206883 
20150423,21561623 
20150424,23941471 
20150425,21504913 
20150426,22792272 
20150427,19080541 
20150428,16061428 
20150429,20083290 
20150430,17353225 
20150501,16774870 
20150502,16340692 
20150503,18173463 
20150504,22123160 
20150505,19737380 
20150506,21494004 
20150507,22335865 
20150508,24100233 
20150509,20810389 
20150510,21339956 
20150511,23379846 
20150512,20877272 
20150513,25415194 
20150514,21516883 
20150515,23782294 
20150516,25663636 
20150517,22041839 
20150518,24064870 
20150519,21962727 
20150520,22787835 
20150521,21589220 
20150522,25194891 
20150523,21805303 
20150524,21106060 
20150525,22277770 
20150526,24715259 
20150527,21657099 
20150528,22548636 
20150529,23373787 
20150530,20491276 
20150531,17606104 
20150601,24290562 
20150602,22097272 
20150603,21658874 
20150604,22855757 
20150605,24472554 
20150606,20320173 
20150607,21745173 
20150608,24050149 
20150609,21574285 
20150610,21017012 
20150611,23724826 
20150612,23026818 
20150613,20056255 
20150614,21535411 
20150615,20981601 
20150616,24444588 
20150617,24245411 
20150618,21022207 
20150619,20699653 
20150620,18763787 
20150621,20627142 
20150622,22815367 
20150623,22487705 
20150624,23096969 
20150625,20130649 
