"ef_date","total_amount"
20160919,15113896 
20160920,27730606 
20160921,17902446 
20160922,17500303 
20160923,16227640 
20160924,19215671 
20160925,19781969 
20160926,12020519 
20160927,14585887 
20160928,15721450 
20160929,15179588 
20160930,15806601 
20161001,15309069 
20161002,19299567 
20161003,13427575 
20161004,13487943 
20161005,12574935 
20161006,12456731 
20161007,12819199 
20161008,16305021 
20161009,15371710 
20161010,13524350 
20161011,12284458 
20161012,14868247 
20161013,13472813 
20161014,14983182 
20161015,15645562 
20161016,15857900 
20161017,11973246 
20161018,13099069 
20161019,14317575 
20161020,16305974 
20161021,12251645 
20161022,17151212 
20161023,14509913 
20161024,12579653 
20161025,11504134 
20161026,15083896 
20161027,13318008 
20161028,13506385 
20161029,14266709 
20161030,16395671 
20161031,11132186 
20161101,12531277 
20161102,14656233 
20161103,13465130 
20161104,12655303 
20161105,14014502 
20161106,15000086 
20161107,12348463 
20161108,13172640 
20161109,13459588 
20161110,14640151 
20161111,14265194 
20161112,16301753 
20161113,19094394 
20161114,13146190 
20161115,13622229 
20161116,13374523 
20161117,13871796 
20161118,16849199 
20161119,15529069 
20161120,15753636 
20161121,12958181 
20161122,13701558 
20161123,11950151 
20161124,13585216 
20161125,13735151 
20161126,15044545 
20161127,18200389 
20161128,12725065 
20161129,14338593 
20161130,12825476 
20161201,12373766 
20161202,12985887 
20161203,15581472 
20161204,18259545 
20161205,13189545 
20161206,14149480 
20161207,11070021 
20161208,12702575 
20161209,12018294 
20161210,14849415 
20161211,13787705 
20161212,12694307 
20161213,14244285 
20161214,13699069 
20161215,15774935 
20161216,15207640 
20161217,15134047 
20161218,13874610 
20161219,12190865 
20161220,13765627 
20161221,13325086 
20161222,12259827 
20161223,17738874 
20161224,20359740 
20161225,15962662 
20161226,14581363 
20161227,10602835 
20161228,10032099 
20161229,13192987 
20161230,10812640 
20161231,15073723 
20170101,15531147 
20170102,12965519 
20170103,13286818 
20170104,13404805 
20170105,14402922 
20170106,11883138 
20170107,15043831 
20170108,12516017 
20170109,13329870 
20170110,10320844 
20170111,14402337 
20170112,13928420 
20170113,13952467 
20170114,15580693 
20170115,12896775 
20170116,12595368 
20170117,12193571 
20170118,12114458 
20170119,15919026 
20170120,12135303 
20170121,16377013 
20170122,13311558 
20170123,12756389 
20170124,14614220 
20170125,13482402 
20170126,15892727 
20170127,25685519 
20170128,20259588 
20170129,16234329 
20170130,15451948 
20170131,15418333 
20170201,14181969 
20170202,13566974 
20170203,14383571 
20170204,14459697 
20170205,14278441 
20170206,14733961 
20170207,12445562 
20170208,14267186 
20170209,15470865 
20170210,11662987 
20170211,15563203 
20170212,16447078 
20170213,13735757 
20170214,17517164 
20170215,13881299 
20170216,14286753 
20170217,13561493 
20170218,15616298 
20170219,13005000 
20170220,18545108 
20170221,12312186 
20170222,13709567 
20170223,14205952 
20170224,16714004 
20170225,14498831 
20170226,14524177 
20170227,11910411 
20170228,13558246 
20170301,15342878 
20170302,12743073 
20170303,14631060 
20170304,16522424 
20170305,17638441 
20170306,16842381 
20170307,14843310 
20170308,15880454 
20170309,15320279 
20170310,13987934 
20170311,16721509 
20170312,16959911 
20170313,14949004 
20170314,13049024 
20170315,15438355 
20170316,15535884 
20170317,15210238 
20170318,16448138 
20170319,18195106 
20170320,18520714 
20170321,17227379 
20170322,19885557 
20170323,18284369 
20170324,19348852 
20170325,20904697 
20170326,16505582 
20170327,13285368 
20170328,15475779 
20170329,15168095 
20170330,15631383 
20170331,14648808 
20170401,18933937 
20170402,17311429 
20170403,13254329 
20170404,14665281 
20170405,17084199 
20170406,16159545 
20170407,15037034 
20170408,17424415 
20170409,17954589 
20170410,15122576 
20170411,15433939 
20170412,14599329 
20170413,16438744 
20170414,15967684 
20170415,16593073 
20170416,17791212 
20170417,15802623 
20170418,14101493 
20170419,15002337 
20170420,16945086 
20170421,17878225 
20170422,20564740 
20170423,17747489 
20170424,16048116 
20170425,14522641 
20170426,15638398 
20170427,16025021 
20170428,18406645 
20170429,18980476 
20170430,16315454 
20170501,16516948 
20170502,15899155 
20170503,17210108 
20170504,15827511 
20170505,16293965 
20170506,17846536 
20170507,16861753 
20170508,14876796 
20170509,17004242 
20170510,18002597 
20170511,17344350 
20170512,16415389 
20170513,17921883 
20170514,17211818 
20170515,15869069 
20170516,14886688 
20170517,17866926 
20170518,16794285 
20170519,15445303 
20170520,15732814 
20170521,17094744 
20170522,16540541 
20170523,14175649 
20170524,19215606 
20170525,19942554 
20170526,16602337 
20170527,19120065 
20170528,18490563 
20170529,15184978 
20170530,16232208 
20170531,33161299 
20170601,37698420 
20170602,40752294 
20170603,44571407 
20170604,36230866 
20170605,40021926 
20170606,39155801 
20170607,40126645 
20170608,26778723 
20170609,24869285 
20170610,23198571 
20170611,26248312 
20170612,25463658 
20170613,24464199 
20170614,20721125 
20170615,23191428 
20170616,23955628 
20170617,23537749 
20170618,24517944 
20170619,40757793 
20170620,72468746 
20170621,71865823 
20170622,66248031 
20170623,74352230 
20170624,61214502 
20170625,72775650 
20170626,74597793 
20170627,57495519 
20170628,55149156 
20170629,52410628 
20170630,53269005 
20170701,57650910 
20170702,67185130 
20170703,41914264 
20170704,22246104 
20170705,17569394 
