"ef_date","total_amount"
20140429,14929655 
20140430,10984155 
20140501,10545887 
20140502,7342342 
20140503,8086476 
20140504,8797679 
20140505,11189207 
20140506,14530827 
20140507,15761593 
20140508,15720307 
20140509,16149835 
20140510,15116545 
20140511,13802688 
20140512,13791489 
20140513,15043948 
20140514,16755186 
20140515,12651684 
20140516,11464099 
20140517,11564329 
20140518,9645026 
20140519,11430623 
20140520,10699021 
20140521,12709922 
20140522,12392926 
20140523,12261112 
20140524,10711827 
20140525,11463805 
20140526,11249675 
20140527,11636337 
20140528,12523123 
20140529,12936930 
20140530,12993701 
20140531,12064892 
20140601,8417164 
20140602,11874207 
20140603,13155333 
20140604,16402281 
20140605,13568744 
20140606,13339307 
20140607,10596060 
20140608,10991515 
20140609,14337705 
20140610,14111017 
20140611,14011472 
20140612,14148679 
20140613,13541277 
20140614,13239090 
20140615,9815562 
20140616,11347077 
20140617,13312770 
20140618,12952077 
20140619,13757943 
20140620,14565714 
20140621,10834350 
20140622,11712662 
20140623,12263982 
20140624,12259631 
20140625,12047034 
20140626,11919242 
20140627,13031341 
20140628,9768744 
20140629,11940433 
20140630,13496818 
20140701,13766320 
20140702,16304004 
20140703,13776017 
20140704,12749610 
20140705,13562554 
20140706,10197142 
20140707,12829588 
20140708,12824978 
20140709,14006991 
20140710,11384826 
20140711,13925281 
20140712,11892099 
20140713,10651385 
20140714,13618160 
20140715,13433528 
20140716,14566385 
20140717,14286536 
20140718,13740800 
20140719,15464480 
20140720,11108008 
20140721,13900173 
20140722,16374004 
20140723,12373203 
20140724,13369437 
20140725,17668160 
20140726,13167770 
20140727,9831298 
20140728,13980346 
20140729,15787337 
20140730,15340909 
20140731,17071341 
20140801,14302554 
20140802,13403657 
20140803,13114999 
20140804,17374978 
20140805,16418722 
20140806,15357619 
20140807,15776753 
20140808,17887489 
20140809,16153584 
20140810,13419999 
20140811,17518138 
20140812,14727510 
20140813,16185108 
20140814,15182857 
20140815,16902207 
20140816,13095844 
20140817,12408311 
20140818,15067510 
20140819,14945043 
20140820,18082921 
20140821,15308722 
20140822,16927575 
20140823,11646948 
20140824,16253549 
20140825,12976255 
20140826,15557077 
20140827,17530930 
20140828,17197986 
20140829,15873895 
20140830,12254307 
20140831,9133095 
20140901,12764025 
20140902,11109826 
20140903,16023809 
20140904,16104177 
20140905,17477748 
20140906,14104978 
20140907,12208571 
20140908,15752727 
20140909,17613138 
20140910,15222402 
20140911,16777943 
20140912,19743160 
20140913,16656471 
20140914,16365194 
20140915,15534870 
20140916,18707922 
20140917,17405887 
20140918,18116709 
20140919,17309891 
20140920,16168593 
20140921,14093787 
20140922,14850649 
20140923,17807173 
20140924,15879761 
20140925,17295324 
20140926,19830649 
20140927,19230584 
20140928,15106212 
20140929,13986731 
20140930,15634610 
20141001,16920540 
20141002,17395367 
20141003,18466211 
20141004,16249372 
20141005,15288160 
20141006,19636882 
20141007,19602229 
20141008,16511904 
20141009,19434307 
20141010,16059653 
20141011,14540865 
20141012,13918506 
20141013,17121298 
20141014,16668939 
20141015,17196493 
20141016,16096320 
20141017,19282251 
20141018,17785909 
20141019,14953788 
20141020,18174415 
20141021,19229783 
20141022,15244956 
20141023,18078073 
20141024,17195649 
20141025,15627186 
20141026,13581385 
20141027,17931645 
20141028,16416666 
20141029,15834848 
20141030,21350368 
20141031,21668246 
20141101,23127229 
20141102,15464675 
20141103,18674285 
20141104,18259285 
20141105,19480844 
20141106,21406472 
20141107,22245627 
20141108,19330173 
20141109,15947056 
20141110,20887705 
20141111,19373895 
20141112,19788095 
20141113,20328485 
20141114,21559610 
20141115,20305887 
20141116,21270822 
20141117,20637684 
20141118,20382814 
20141119,24475149 
20141120,20944478 
20141121,21225909 
20141122,19667078 
20141123,15213052 
20141124,20533788 
20141125,18834090 
20141126,20793268 
20141127,19508159 
20141128,21801385 
20141129,20467653 
20141130,16728679 
20141201,19059060 
20141202,26443677 
20141203,21334943 
20141204,21713632 
20141205,24945649 
20141206,20126839 
20141207,19294818 
20141208,19620021 
20141209,21151233 
20141210,18683463 
20141211,19499588 
20141212,20377580 
20141213,21201095 
20141214,17047878 
20141215,20330474 
20141216,19469710 
20141217,20191017 
20141218,18870757 
20141219,21145497 
20141220,19649670 
20141221,21782450 
20141222,21250519 
20141223,26722162 
20141224,22642502 
20141225,22723788 
20141226,21744762 
20141227,18640325 
20141228,15834415 
20141229,18463658 
20141230,17383028 
20141231,21849675 
20150101,19432121 
20150102,15464372 
20150103,13328073 
20150104,11144502 
20150105,19570822 
20150106,17412573 
20150107,16457943 
20150108,17183093 
20150109,18212272 
20150110,18072530 
20150111,16799762 
20150112,18874588 
20150113,17946753 
20150114,19429259 
20150115,18642402 
20150116,19432530 
20150117,18291707 
20150118,15216103 
20150119,18305541 
20150120,18644419 
20150121,18151874 
20150122,18976277 
20150123,17047415 
20150124,15677666 
20150125,17252294 
20150126,22648419 
20150127,20158960 
20150128,15743229 
20150129,16257904 
20150130,19311015 
20150131,16566562 
20150201,13649588 
20150202,18424623 
20150203,19627913 
20150204,18869008 
20150205,15908829 
20150206,20312307 
20150207,16240891 
20150208,16455761 
20150209,19192099 
20150210,17796264 
20150211,14792688 
20150212,18921818 
20150213,15058796 
20150214,16485783 
20150215,13128471 
20150216,16977640 
20150217,14858071 
20150218,15138212 
20150219,14036567 
20150220,14448584 
20150221,16881878 
20150222,13631498 
20150223,13709286 
20150224,15580658 
20150225,16651740 
20150226,14940216 
20150227,15325922 
20150228,15480736 
20150301,13766601 
20150302,20824272 
20150303,21214155 
20150304,21314817 
20150305,22672142 
20150306,20983809 
20150307,20863138 
20150308,18132978 
20150309,20665519 
20150310,18553138 
20150311,23414588 
20150312,19042315 
20150313,20850713 
20150314,18854761 
20150315,18488419 
20150316,18838592 
20150317,20267488 
20150318,22533809 
20150319,20011276 
20150320,24307229 
20150321,22494978 
20150322,22325367 
20150323,20488527 
20150324,22162421 
20150325,19643222 
20150326,20492575 
20150327,23007489 
20150328,21541621 
20150329,19501428 
20150330,21382272 
20150331,22103030 
20150401,22455151 
20150402,21410389 
20150403,22672056 
20150404,19874415 
20150405,20025281 
20150406,18881428 
20150407,22570086 
20150408,22430173 
20150409,23348333 
20150410,21220800 
20150411,22407099 
20150412,19960108 
20150413,19001558 
20150414,21402034 
20150415,20802272 
20150416,22016839 
20150417,22857575 
20150418,20977013 
20150419,20276947 
20150420,18619220 
20150421,21501428 
20150422,23217400 
20150423,22481320 
20150424,23300974 
20150425,21096688 
20150426,15844956 
20150427,22966298 
20150428,14384242 
20150429,15803333 
20150430,17356601 
20150501,14385368 
20150502,16963787 
20150503,14731753 
20150504,17313073 
20150505,21131861 
20150506,20321363 
20150507,19177032 
20150508,20204844 
20150509,20579802 
20150510,19086166 
20150511,20647705 
20150512,19314848 
20150513,20153158 
20150514,20543723 
20150515,21967142 
20150516,20304866 
20150517,16948268 
20150518,19838398 
20150519,21345671 
20150520,19858311 
20150521,19105476 
20150522,20118874 
20150523,18336515 
20150524,18117272 
20150525,16058766 
20150526,17988939 
20150527,21407835 
20150528,17758030 
20150529,20218679 
20150530,20344718 
20150531,19585606 
20150601,19937078 
20150602,18294026 
20150603,22575930 
20150604,18940497 
20150605,19429199 
20150606,17694891 
20150607,19026147 
20150608,18311491 
20150609,19155952 
20150610,18891363 
20150611,19250779 
20150612,18285238 
20150613,16571688 
20150614,17521580 
20150615,16273051 
20150616,16015086 
20150617,16698225 
20150618,14868376 
20150619,19896710 
20150620,15353961 
20150621,16430865 
20150622,18870909 
20150623,16703116 
20150624,14110043 
20150625,17346385 
20150626,16345389 
20150627,17658506 
20150628,14868636 
20150629,18671991 
20150630,20070257 
20150701,18113939 
20150702,18038939 
20150703,20199370 
20150704,15180216 
20150705,16302965 
20150706,18196471 
20150707,16686969 
20150708,18846580 
20150709,21079043 
20150710,23300844 
20150711,18761188 
20150712,16893788 
20150713,16179069 
20150714,17736168 
20150715,18553246 
20150716,17623093 
20150717,20234069 
20150718,18316385 
20150719,21005476 
20150720,67255952 
20150721,17734610 
20150722,17544653 
20150723,20387855 
20150724,21397034 
20150725,18766645 
20150726,18601666 
20150727,19203896 
20150728,20112251 
20150729,20069848 
20150730,19300368 
20150731,18523138 
20150801,17988785 
20150802,19584740 
20150803,22713290 
20150804,21856038 
20150805,18913333 
20150806,22566406 
20150807,25775671 
20150808,19865844 
20150809,16062705 
20150810,18553658 
20150811,19480116 
20150812,21751415 
20150813,20650614 
20150814,20996991 
20150815,19386861 
20150816,18771060 
20150817,17186415 
20150818,18798177 
20150819,18683528 
20150820,16298142 
20150821,19667614 
20150822,20244095 
20150823,19479112 
20150824,19180571 
20150825,19008937 
20150826,18947813 
20150827,18716212 
20150828,20165995 
20150829,18672338 
20150830,16504783 
20150831,19392922 
20150901,21370497 
20150902,14960108 
20150903,19557835 
20150904,19000454 
20150905,18239285 
20150906,19367965 
20150907,18105538 
20150908,17776577 
20150909,17256212 
20150910,23112770 
20150911,25510354 
20150912,17022814 
20150913,17500281 
20150914,22049761 
20150915,18167493 
20150916,20331967 
20150917,22447056 
20150918,22988419 
20150919,22200065 
20150920,17931471 
20150921,20656476 
20150922,21062294 
20150923,21907684 
20150924,18538549 
20150925,21243787 
20150926,18417489 
20150927,21151255 
20150928,18737251 
20150929,21688528 
20150930,21039155 
20151001,23195398 
20151002,22541472 
20151003,19174242 
20151004,17261168 
20151005,17759415 
20151006,20643961 
20151007,20651342 
20151008,20902922 
20151009,22821385 
20151010,24358787 
20151011,20553138 
20151012,20124848 
20151013,19795389 
20151014,18917359 
20151015,19644740 
20151016,22851675 
20151017,22116623 
20151018,18514134 
20151019,18793917 
20151020,23134026 
20151021,20648030 
20151022,23121363 
20151023,22455411 
20151024,22583441 
20151025,17876298 
20151026,19735000 
20151027,21234567 
20151028,22120670 
20151029,22556558 
20151030,26178333 
20151031,24603809 
20151101,19424783 
20151102,20478874 
20151103,22884004 
20151104,23498528 
20151105,22017510 
20151106,27030324 
20151107,23828960 
20151108,21765822 
20151109,20085974 
20151110,23089307 
20151111,22970800 
20151112,23277467 
20151113,24311450 
20151114,22039350 
20151115,21497034 
20151116,22079870 
20151117,24272402 
20151118,23080173 
20151119,23626472 
20151120,22516775 
20151121,19973982 
20151122,19864524 
20151123,21261320 
20151124,20769956 
20151125,24968679 
20151126,21599545 
20151127,24711039 
20151128,20326299 
20151129,20302316 
20151130,21336753 
20151201,22062813 
20151202,23267619 
20151203,23090411 
20151204,23473398 
20151205,20354891 
20151206,21616299 
20151207,20481688 
20151208,24598701 
20151209,20669415 
20151210,25183961 
20151211,23428956 
20151212,20010930 
20151213,20735597 
20151214,21913242 
20151215,22898766 
20151216,24533766 
20151217,20374999 
20151218,24552640 
20151219,23065194 
20151220,19736887 
20151221,21427186 
20151222,22691411 
20151223,22681947 
20151224,25592489 
20151225,28364263 
20151226,19534614 
20151227,17749393 
20151228,33630627 
20151229,20936904 
20151230,22053549 
20151231,26442835 
20160101,20288961 
20160102,19304935 
20160103,19328398 
20160104,18698376 
20160105,21832987 
20160106,21585757 
20160107,21583376 
20160108,23585329 
20160109,21274502 
20160110,18249589 
20160111,21802164 
20160112,22003259 
20160113,24496710 
20160114,23552251 
20160115,25410562 
20160116,22139372 
20160117,17859008 
20160118,25262770 
20160119,22258896 
20160120,24387403 
20160121,22634545 
20160122,24629762 
20160123,22743896 
20160124,23240615 
20160125,26104221 
20160126,24617168 
20160127,24578857 
20160128,22197826 
20160129,22450567 
20160130,22461580 
20160131,20440757 
20160201,18789051 
20160202,19602415 
20160203,20619259 
20160204,18366649 
20160205,25302813 
20160206,17021432 
20160207,23922099 
20160208,12395736 
20160209,12627359 
20160210,15308246 
20160211,16566580 
20160212,17300939 
20160213,17454956 
20160214,15687380 
20160215,18946082 
20160216,18025497 
20160217,20917207 
20160218,20602251 
20160219,22109610 
20160220,19205194 
20160221,20112424 
20160222,23694935 
20160223,23161666 
20160224,21596233 
20160225,22800173 
20160226,26989354 
20160227,24267770 
20160228,20774394 
20160301,22178376 
20160302,22757662 
20160303,24057922 
20160304,24851082 
20160305,26185043 
20160306,21997402 
20160307,22529523 
20160308,25709199 
20160309,24084610 
20160310,23781601 
