"ef_date","total_amount"
20131105,15233420 
20131106,13070528 
20131107,10243225 
20131108,10866329 
20131109,10298645 
20131110,10631039 
20131111,8769610 
20131112,9494264 
20131113,7693441 
20131114,6594372 
20131115,7250541 
20131116,8340714 
20131117,10788472 
20131118,7639524 
20131119,8588407 
20131120,8555130 
20131121,7097511 
20131122,7427597 
20131123,8911948 
20131124,6389350 
20131125,7079957 
20131126,8393052 
20131127,7839437 
20131128,7776970 
20131129,7969697 
20131130,9319004 
20131201,8435314 
20131202,7861407 
20131203,8739502 
20131204,7971558 
20131205,7187272 
20131206,8979242 
20131207,9380844 
20131208,9349175 
20131209,9583961 
20131210,7731428 
20131211,11360411 
20131212,10011168 
20131213,10014242 
20131214,10596623 
20131215,10049502 
20131216,7889805 
20131217,8176905 
20131218,8828073 
20131219,8002034 
20131220,11074913 
20131221,16383712 
20131222,12021299 
20131223,11940454 
20131224,16036905 
20131225,11457489 
20131226,9389827 
20131227,10376255 
20131228,10583208 
20131229,11935065 
20131230,8256796 
20131231,15292381 
20140101,16910823 
20140102,11122376 
20140103,10308658 
20140104,11424156 
20140105,9503528 
20140106,8097402 
20140107,9018766 
20140108,8232965 
20140109,8487467 
20140110,8998138 
20140111,9633939 
20140112,8825195 
20140113,6794740 
20140114,7204588 
20140115,6980887 
20140116,9230930 
20140117,9556710 
20140118,8737251 
20140119,10640324 
20140120,7732597 
20140121,7731233 
20140122,9018246 
20140123,7207814 
20140124,16351710 
20140125,9495173 
20140126,9299523 
20140127,7822943 
20140128,13517576 
20140129,10692359 
20140130,16619134 
20140131,15164480 
20140201,13063203 
20140202,15408138 
20140203,10918614 
20140204,11651342 
20140205,7496861 
20140206,8500974 
20140207,9493939 
20140208,7523528 
20140209,9451082 
20140210,7692965 
20140211,8580519 
20140212,7700887 
20140213,8571407 
20140214,10778311 
20140215,10511861 
20140216,11347640 
20140217,8311320 
20140218,6876190 
20140219,7977835 
20140220,13493809 
20140221,9125779 
20140222,8778268 
20140223,11683982 
20140224,8329372 
20140225,7420649 
20140226,7230129 
20140227,11444805 
20140228,9687467 
20140301,10611515 
20140302,10708852 
20140303,7403095 
20140304,7549653 
20140305,6572251 
20140306,8387056 
20140307,8535519 
20140308,11217186 
20140309,10459827 
20140310,8103766 
20140311,8706991 
20140312,10249415 
20140313,10640432 
20140314,10835497 
20140315,11242077 
20140316,11209502 
20140317,8949870 
20140318,8145043 
20140319,6380627 
20140320,9914913 
20140321,9843788 
20140322,10955151 
20140323,9683181 
20140324,6777294 
20140325,8193420 
20140326,6522922 
20140327,7953333 
20140328,7140086 
20140329,9705844 
20140330,9721666 
20140331,6779653 
20140401,9731645 
20140402,8191233 
20140403,9241104 
20140404,8624762 
20140405,10888744 
20140406,7564242 
20140407,7392532 
20140408,7846515 
20140409,10656212 
20140410,9096545 
20140411,10450281 
20140412,7592515 
20140413,9640863 
20140414,7402062 
20140415,8829651 
20140416,6412303 
20140417,9708865 
20140418,9818387 
20140419,10750428 
20140420,9194041 
20140421,7119084 
20140422,7964814 
20140423,9291485 
20140424,9461158 
20140425,10551238 
20140426,11228223 
20140427,10001775 
20140428,7498153 
20140429,9553787 
20140430,10635753 
20140501,9691848 
20140502,8398541 
20140503,8536805 
20140504,11563123 
20140505,7735917 
20140506,7972822 
20140507,7401327 
20140508,9444805 
20140509,7951519 
20140510,9721225 
20140511,9086567 
20140512,7121904 
20140513,9065705 
20140514,9661259 
20140515,8386736 
20140516,9069307 
20140517,10782385 
20140518,9422411 
20140519,8828567 
20140520,7935355 
20140521,7395506 
20140522,8396199 
20140523,7267588 
20140524,9563870 
20140525,7477926 
20140526,7293900 
20140527,7541753 
20140528,6142662 
20140529,8054770 
20140530,7708493 
20140531,7972073 
20140601,8265913 
20140602,6281775 
20140603,8009532 
20140604,7927450 
20140605,7634935 
20140606,8485454 
