"ef_date","total_amount"
20151013,24855498 
20151014,16372511 
20151015,14576406 
20151016,12243203 
20151017,16608874 
20151018,18215887 
20151019,13483116 
20151020,12313744 
20151021,16369112 
20151022,11926536 
20151023,11134199 
20151024,17123961 
20151025,19085000 
20151026,14320779 
20151027,13538896 
20151028,12251991 
20151029,13469826 
20151030,13746645 
20151031,16460043 
20151101,17636666 
20151102,12142078 
20151103,14623268 
20151104,15947208 
20151105,13582727 
20151106,17340974 
20151107,18716623 
20151108,18453009 
20151109,14492922 
20151110,13988787 
20151111,14482294 
20151112,13775238 
20151113,14520606 
20151114,18435671 
20151115,17539957 
20151116,15550411 
20151117,13736645 
20151118,13145974 
20151119,16235173 
20151120,21155757 
20151121,16709437 
20151122,14744892 
20151123,12840346 
20151124,11286710 
20151125,13178701 
20151126,12869221 
20151127,12891060 
20151128,19753831 
20151129,17454285 
20151130,12267013 
20151201,12506970 
20151202,11320411 
20151203,12138614 
20151204,12854285 
20151205,16312381 
20151206,15540303 
20151207,15483636 
20151208,12035952 
20151209,13535606 
20151210,11441666 
20151211,13157272 
20151212,16398030 
20151213,18566905 
20151214,14385368 
20151215,12657662 
20151216,14618182 
20151217,15612424 
20151218,17206363 
20151219,17122879 
20151220,15842229 
20151221,12671428 
20151222,16353874 
20151223,13243247 
20151224,19474221 
20151225,16991731 
20151226,12768095 
20151227,14865584 
20151228,12151991 
20151229,12189957 
20151230,13137359 
20151231,16702705 
20160101,17679048 
20160102,15350043 
20160103,14240714 
20160104,14474827 
20160105,11612619 
20160106,12724156 
20160107,13189350 
20160108,15508593 
20160109,15761060 
20160110,15684697 
20160111,15016060 
20160112,10839307 
20160113,12008312 
20160114,12523485 
20160115,14240844 
20160116,15250065 
20160117,19637641 
20160118,10819351 
20160119,11512056 
20160120,10727467 
20160121,13592208 
20160122,11775281 
20160123,14988918 
20160124,16149567 
20160125,10560649 
20160126,10913203 
20160127,14025216 
20160128,12375454 
20160129,13279264 
20160130,14070411 
20160131,13828030 
20160201,11859545 
20160202,13143311 
20160203,13040303 
20160204,15129827 
20160205,14927835 
20160206,18976623 
20160207,29212099 
20160208,23839048 
20160209,22102294 
20160210,19861277 
20160211,20404004 
20160212,21391385 
20160213,17399675 
20160214,19305714 
20160215,13758376 
20160216,11602186 
20160217,12383398 
20160218,12386234 
20160219,12360995 
20160220,15682900 
20160221,16151233 
20160222,12983896 
20160223,11880130 
20160224,10328441 
20160225,13023658 
20160226,11838810 
20160227,16073225 
20160228,13747121 
20160301,11714459 
20160302,10383571 
20160303,10999679 
20160304,12750779 
20160305,14655476 
20160306,15255389 
20160307,12507727 
20160308,15820108 
20160309,10919610 
20160310,13301212 
20160311,13261948 
20160312,16813355 
20160313,18185757 
20160314,12915476 
20160315,12721818 
20160316,10995541 
20160317,11113831 
20160318,11571753 
20160319,16904242 
20160320,16581082 
20160321,12471104 
20160322,13090866 
20160323,12734610 
20160324,11096537 
20160325,13706385 
20160326,13124783 
20160327,16217467 
20160328,13188312 
20160329,11595498 
20160330,11023853 
20160331,11528182 
20160401,11320844 
20160402,15536732 
20160403,19705130 
20160404,11758095 
20160405,11712705 
20160406,12608614 
20160407,12934783 
20160408,10720454 
20160409,16389718 
20160410,13197857 
20160411,14145779 
20160412,14424350 
20160413,10863203 
20160414,12851039 
20160415,15246363 
20160416,16278419 
20160417,14651407 
20160418,15833246 
20160419,11102013 
20160420,12381536 
20160421,12634480 
20160422,14602251 
20160423,12559307 
20160424,16216190 
20160425,10614935 
20160426,11166190 
20160427,12788960 
20160428,12515281 
20160429,15094891 
20160430,16483593 
20160501,18608246 
20160502,13211277 
20160503,13231861 
20160504,14820952 
20160505,12346861 
20160506,15063247 
20160507,18459351 
20160508,15684004 
20160509,10949870 
20160510,12675865 
20160511,13943528 
20160512,14160866 
20160513,15039610 
20160514,15336061 
20160515,17293658 
20160516,13033658 
20160517,12727078 
20160518,12323160 
20160519,12248701 
20160520,12346818 
20160521,14446255 
20160522,14558160 
20160523,13342034 
